"","GSM2159829","GSM2159830","GSM2159831","GSM2159832","GSM2159833","GSM2159834","GSM2159835","GSM2159836","GSM2159837","GSM2159838","GSM2159839","GSM2159840","GSM2159841","GSM2159842","GSM2159843","GSM2159844","GSM2159845","GSM2159846","GSM2159847","GSM2159848","GSM2159849","GSM2159850","GSM2159851","GSM2159852","GSM2159853","GSM2159854","GSM2159855","GSM2159856","GSM2159857","GSM2159858","GSM2159859","GSM2159860","GSM2159861","GSM2159862","GSM2159863","GSM2159864","GSM2159865","GSM2159866","GSM2159867","GSM2159868"
"MFN2",8.767553625,9.50634924,8.918680504,8.824380783,8.788892226,8.870020096,8.671564612,8.70367251,8.824380783,8.972754967,8.593443631,9.156357681,8.655686239,9.001046983,8.790332086,8.782901726,8.83764092,9.434861292,8.922372703,9.081112697,8.734878097,8.882206513,8.674555113,8.542642208,8.386915601,9.028505613,9.167178513,9.308104858,9.045450616,9.086940035,8.590591725,8.66685547,9.023018821,8.698473602,8.746381213,8.82335479,8.604420509,9.374179424,9.252046833,9.175164032
"LILRA6",7.494152232,7.321793443,7.819860691,7.611286831,7.354945727,7.637875589,7.49733607,7.594875754,7.571127474,7.267063895,7.624163207,7.889301554,7.880122595,7.712102784,7.790461606,7.645865199,7.608014554,7.764095104,7.68202042,7.491683607,7.505026922,7.655330144,7.819092297,7.708979491,7.714038379,7.824711115,7.855837093,8.036126512,8.010671114,7.883730261,7.565976624,7.85149931,8.00813449,7.659855917,7.712694976,7.72046154,7.80093596,7.724978497,7.671179375,7.797322938
"BRD9",9.042185105,9.119464329,9.075659495,9.025361345,8.979448748,8.865242409,9.02167782,8.794256783,8.524368941,8.805577711,8.764649999,8.701618795,8.663814472,8.673188925,8.808911255,8.727224774,8.777850669,8.833853204,8.733011554,8.831821559,8.778352378,8.73801368,8.658336331,8.75229697,8.678388414,8.932242937,8.990259858,8.538768994,8.63189965,8.751447518,8.840726527,8.794251216,8.757803115,8.91284955,8.807971614,8.722135067,8.698036267,8.662970905,8.683022162,8.528137587
"SYTL2",8.513612042,8.522485007,7.910741452,8.039318188,8.136140954,8.067453768,8.67677858,8.37102175,8.189413498,8.207471893,8.245273195,7.80416159,8.141999538,8.540496143,8.264436918,8.472960066,8.743316302,8.484986738,8.015471314,8.270631518,8.000190107,8.253721464,8.071295328,8.38794877,8.288687861,7.666122056,7.668887414,7.582376293,7.8387291,7.732425921,7.740425174,7.724603811,7.58235929,8.180881851,7.988551004,7.915935639,7.838889018,7.63549966,7.678865425,7.729358926
"SELENOM",7.842877778,8.027407475,7.906331607,7.659816396,7.779941837,7.841715841,7.59127108,7.750253778,7.745559435,7.913633251,8.033085606,7.717087262,7.569050498,7.980102511,7.572695762,7.507767213,7.518377954,7.946504736,7.439115143,7.989376674,8.575995735,8.049260057,7.943226571,7.814108118,7.989201579,7.99313988,7.881878552,7.53651903,7.678716235,7.349127532,7.859619592,7.441112629,7.587230421,7.683640215,7.372218553,7.603387605,7.570028307,8.031732827,8.78113482,7.511741414
"DCK",8.782469091,8.552011848,8.623592876,8.512966389,8.62516262,8.272821181,8.728293559,8.590829876,8.70566553,8.524573287,8.358324528,8.300223912,8.418980496,8.661248614,8.643076982,8.569684082,8.601233547,8.368471902,8.398674696,8.23129302,8.436524476,8.391503377,8.566636012,8.624197888,8.611857711,8.486737221,8.510888837,8.817562951,8.965563547,8.339824462,8.316863476,8.092672984,8.686359963,8.519893677,8.866149956,8.764017102,8.597273482,8.382353286,8.37778716,8.458960332
"ZFPM1",8.529738682,8.640527222,8.294580116,8.496221609,8.714238573,8.825325492,8.63170489,8.601863501,7.388845941,7.226192766,8.774510544,8.690455135,8.879458188,8.913357687,8.670175253,8.455943468,8.612963294,8.940197296,8.787408831,9.049377827,9.221298795,8.972468077,8.967499495,8.539758265,8.756458862,8.670406684,8.788042092,8.272234305,7.890219808,8.728390009,8.454079424,8.892892526,8.539260353,8.550123476,8.194700372,8.729616999,8.597410308,8.534253158,9.017554787,9.016252548
"KDM2B",8.564352946,8.44305931,8.499115969,8.51470184,8.508568368,8.47890622,8.572441785,8.364625959,8.453086737,8.625437772,8.408228864,8.492323408,8.45595484,8.487764731,8.54076044,8.443475809,8.514257116,8.448919953,8.445275209,8.172663832,8.492804734,8.407289359,8.504626388,8.51960421,8.490578464,8.505302983,8.492098413,8.274953403,8.441920663,8.53596723,8.488474748,8.400768678,8.324666446,8.62329444,8.560009926,8.550885465,8.454126088,8.372144769,8.487271879,8.357223918
"ZCCHC9",7.786435002,7.710589659,7.797700654,7.809949868,7.83584607,7.827390699,7.863713779,7.869404391,7.960390534,7.874650647,7.866700076,7.831602428,7.967217054,7.929451113,7.956595815,7.956184409,7.911284635,7.909363331,7.789419148,7.614253949,7.832633545,7.70089323,7.855309099,7.814718215,7.73420692,7.834032603,7.867349646,7.898715657,8.115287023,7.87560988,7.881895392,7.78488429,7.704011789,7.816511327,7.925437086,7.826738314,7.902477933,7.73484804,7.83075992,7.751856654
"H2BC5",7.760497398,8.308678342,7.975120993,8.442932088,8.310564203,8.609576787,8.267603083,9.064699276,8.565097414,8.690162032,8.067134041,8.590849679,8.151849337,7.710989219,7.828842734,8.303089359,8.383919578,8.129873848,8.430080577,7.966532916,8.61900253,7.785445781,7.736787142,8.316622615,7.748890411,8.450804962,9.09763795,8.243612934,8.572199564,8.153293206,8.322118168,8.327737397,10.28960024,7.77267853,7.97822652,8.530099766,8.884067894,8.69381911,8.832883153,8.823029775
"FAM193A",8.440616937,8.636052827,8.523894728,8.450408608,8.299176524,8.491873644,8.451328351,8.403888487,8.743074359,8.438385414,8.920290025,8.795012925,8.754521967,8.736378862,8.822537899,8.59799276,8.711114622,8.720963186,8.522918637,9.125112501,8.739311201,8.960582949,8.81043798,8.80986943,8.681344232,8.710139572,8.629417798,8.858424703,8.998530634,8.686944556,8.834529165,9.043705669,8.912293278,8.538445375,8.467018349,8.708886908,8.386915601,8.519526558,8.790332086,8.550347938
"TGS1",7.320398649,7.569169575,7.523064027,7.420128147,7.333636014,7.36418372,7.462349335,7.453169559,7.345269231,7.469404436,7.261755275,7.22554693,7.184925466,7.239711028,7.154305917,7.260013729,7.29447087,7.326927789,7.217586147,7.354850802,7.200166715,7.318761303,7.286002636,7.390020313,7.383780066,7.448400245,7.480870272,7.329533222,7.451775686,7.291683802,7.28621723,7.31188479,7.231085606,7.330598269,7.226065558,7.270731505,7.248121558,7.17480911,7.266621256,7.266243365
"PYROXD1",7.451692904,7.403714918,7.35016532,7.45086251,7.513310372,7.421807445,7.423030289,7.345312345,7.924675038,7.383396838,7.58841269,7.497189719,7.547552499,7.646334829,7.554120047,7.477643296,7.534132384,7.567208958,7.612228491,7.510427222,7.474969752,7.627892752,7.58570099,7.537701923,7.853950156,7.214340803,7.294622261,7.617624479,7.350340199,7.515096328,7.45337581,7.574836878,7.767068372,7.708527026,7.645914065,7.661060062,8.00570762,7.406602688,7.452107206,7.883393479
"MTREX",9.229011999,9.141281804,9.033451084,8.98128899,9.136954468,8.632228875,9.15040431,9.043705669,9.723946043,9.406282401,9.164034511,9.049377827,9.274052651,9.259222811,9.27252155,9.004760077,9.239971028,8.747695366,9.227177894,8.427456887,8.828023292,9.176473378,9.044633183,9.027202719,9.099121065,8.529993899,8.459322563,9.545902941,9.457575414,9.072525221,9.524432015,9.039163898,9.209603476,9.338571717,9.458575789,9.444000877,9.506010977,9.14908226,8.771465351,8.892185824
"HDAC8",7.439011071,7.335552798,7.449917998,7.314416148,7.340054022,7.599335148,7.373789972,7.598026817,7.098375934,7.113878787,7.129425706,7.253621964,7.124260037,7.207815474,7.328338236,7.199373318,7.181717196,7.215825502,7.088509033,7.311620833,7.087414526,7.155401291,7.228568864,7.168033175,7.199421096,7.510324559,7.34482719,7.098026435,7.203039697,7.439216639,7.192287003,7.162407571,7.337909334,7.276334558,7.214037655,7.399430286,7.214382798,7.072787902,6.941453238,7.135814187
"SEMA3E",8.171493783,8.350836738,7.905276249,8.128105437,8.371779797,8.070690667,8.090426847,7.814263242,8.201857624,7.901118748,8.875531017,8.568532941,8.871103682,8.502637923,8.466304423,8.317480731,8.573554913,8.315324425,8.227380962,8.282468298,8.165585476,8.533656656,8.192692461,7.945004995,8.347109227,7.515790301,7.46407111,8.28317433,7.649240569,8.214049262,8.408536822,8.378102344,8.523554833,8.375571966,8.614508164,8.06696767,8.267342448,8.46531918,7.845642269,8.672542824
"POGLUT3",8.451133781,8.601631201,8.088526485,8.190334479,8.108283465,7.963800228,8.076730082,8.072389573,8.897347876,9.027202719,8.230167723,8.238558008,7.947533998,8.183998327,7.922511436,8.165382631,8.534002189,8.155783816,8.321633624,7.939440895,7.499118414,8.151782349,8.138889319,8.180701893,8.015918211,7.748672196,7.386160437,8.271385403,8.562388428,8.115939553,8.348856092,7.833971584,7.93963362,7.871388759,8.218010282,7.536185857,8.02857539,7.748124782,7.641654519,7.827435313
"MYO15B",7.418292956,7.547519094,7.51276591,7.683666002,7.397108349,7.645972381,7.420090145,7.348403162,8.06260577,7.822357204,7.813050403,7.938840696,7.817960669,7.463271564,7.831087998,7.70991369,7.556869868,7.921616972,7.734301324,7.900810184,7.933961926,7.948120296,7.508835482,7.709235873,7.853304837,7.670036521,7.650241707,7.970887711,7.884600337,7.616114267,7.860323279,8.060975921,8.264276872,8.115558829,7.633615102,7.541747087,7.698672753,7.636841514,7.968217614,7.807148901
"XRCC2",8.451678964,8.536005321,8.248961791,8.515915496,8.694735335,8.4510768,8.517166972,8.284804054,8.410200487,8.105703683,8.877202723,8.840155839,8.872753436,8.625391459,8.633478651,8.67386625,8.803287762,8.738740867,8.680403852,8.463958745,8.413488035,8.805524846,8.454026087,8.373950411,8.636021733,7.862121122,7.854595924,8.447543466,8.123365858,8.555160103,8.957960101,8.698023638,8.865851251,8.806495497,8.826908854,8.464652332,8.566977941,8.683166579,8.218266304,8.781487026
"AQP3",7.653108704,8.033903716,8.142135331,7.542186969,7.517757346,7.673959132,7.615444682,8.075282913,7.395713608,7.375201026,7.328338236,7.38846123,7.266102299,7.259432876,7.285572642,7.458417739,7.592122875,7.240113282,7.231348253,8.441393568,7.357115451,7.693233459,7.422489306,7.631383368,7.525785727,7.589135112,8.096190989,7.439011071,7.979912988,7.292066046,7.501236175,7.3546802,7.363964523,7.534669126,7.382113828,7.394769138,7.717087262,7.367100885,7.778404792,7.18300426
"SPRY1",7.484598843,7.553128817,7.420346125,7.385307452,7.441673012,7.443130534,7.32150317,7.397483745,7.470231282,7.526214079,7.474440878,7.141150973,7.291854403,7.355476532,7.324300683,7.228847312,7.236139111,7.187525649,7.300894113,7.338869459,7.40292328,7.415594893,7.389970025,7.288922298,7.475754573,7.622205927,7.515782192,7.329481164,7.407319794,7.268537128,7.295576075,7.199638494,7.644202599,7.218521376,7.27480778,7.304945743,7.442843377,7.551815262,7.397700864,7.764037247
"CTNNB1",8.435804908,8.193583265,8.409392213,8.230266625,8.183318848,8.072679744,8.063036319,8.099676073,7.356674327,7.426442626,8.231562808,7.986394569,8.242071612,8.561011564,8.248065844,8.141391292,8.427176415,8.198253043,8.453161338,8.443394415,8.306887343,8.221858277,8.399572117,8.573651364,8.405407824,8.283161717,8.262951425,7.886179377,7.550462143,8.106877775,7.857780577,8.046289988,8.563829247,8.612356172,8.412431119,8.372267818,8.359658923,8.009786033,8.268342093,8.561075076
"EXOC6",7.672632938,7.681346723,7.603476546,7.637154857,7.58426215,7.580247233,7.654287521,7.649146396,7.767067333,7.831905034,7.495418901,7.576054804,7.514645896,7.479765676,7.619481931,7.682514889,7.682423653,7.583999476,7.692427462,7.641609332,7.465696171,7.524525572,7.43930628,7.559100852,7.556352476,7.589041999,7.637076212,7.791599001,7.633041184,7.612411717,7.67622302,7.641849352,7.78397405,7.753110298,7.601344935,7.551942556,7.784095016,7.569879341,7.477655926,7.578996203
"GPC2",7.381840623,7.625164707,7.825417392,7.599500324,7.587611279,7.702195924,7.409946598,7.582300323,7.511376577,7.774625701,7.668442537,7.534309858,7.490294538,7.500174677,7.49230963,7.361062245,7.236913363,7.300794685,7.261665314,7.222159147,7.462621468,7.220685308,7.453526813,7.315802344,7.469129215,7.521664263,7.685408071,7.780866955,7.458886645,7.518500347,7.503659022,7.32694084,7.373525641,7.25037772,7.452137212,7.439878004,7.321013218,7.286159738,7.245317604,7.321754354
"RTN3",8.050306838,8.031263084,7.970310704,8.091938268,7.99464773,8.130068594,8.119079934,8.011126755,8.515477028,8.501166827,8.189381847,8.677244347,8.418186729,8.236339905,8.411202914,8.431864254,8.380417539,8.392527328,8.584167804,8.390200325,8.32793423,8.557810326,8.395588158,8.386609773,8.322992876,8.26524516,8.173041421,8.88018846,8.424337566,8.473021542,8.422666233,8.425055366,8.793467164,8.338267813,8.36046142,8.333424136,8.455441417,8.732254599,8.440617492,8.678293979
"KIAA0586",8.453046581,8.561270918,8.500059087,8.196200412,8.296703517,8.137860511,8.497712818,8.191540911,8.24332859,8.48325976,7.990127136,8.027407475,8.021742961,8.001385162,8.052831441,8.001759803,8.1037442,7.86822805,8.007055195,7.888213245,7.829332298,8.074668455,7.911153118,8.009809983,8.098593361,8.209596804,8.263195342,7.979403961,8.164424702,7.887190944,8.237410449,8.028350224,7.888899563,8.070331342,8.23472453,8.04866766,8.03370952,7.775834774,7.814411887,7.939809963
"STK10",9.329238433,9.557537223,9.180366949,9.29264534,9.343539071,9.601527348,9.478020882,9.445881031,8.874403729,8.720703385,9.643775036,9.688734798,9.663543873,9.779708194,9.67358204,9.738784216,9.689943476,10.03836896,9.610270783,10.09014948,9.659282215,9.874153135,9.686381465,9.689154639,9.5470663,9.35885446,9.488631491,9.476112696,9.450534535,9.490469048,9.685061141,9.795139307,9.480305116,9.349774171,9.224732487,9.480305116,9.183190223,9.445881031,9.544775924,9.401351223
"CAT",9.940461777,9.322857414,9.914157588,9.756442428,9.904338824,9.931708882,9.677702621,9.728898391,10.5945854,9.508115356,10.38065068,10.50920634,10.54684229,10.45312766,10.14478668,10.20767253,10.11809939,10.0122819,10.51999095,9.751133013,9.902603004,10.33941602,10.09562844,10.36767159,10.40291325,9.921596589,9.719063299,11.31245934,10.34163698,10.38001386,10.43655399,10.31357909,10.41293705,10.39598501,10.5544362,10.17562019,10.86804668,10.86689275,10.00354013,10.45209299
"MBTPS1",9.369026294,9.624415276,9.41989054,9.409643695,9.236081975,9.366049049,9.490914248,9.415429616,8.89071846,9.010785382,9.391587503,9.650915527,9.388297594,9.421587943,9.407301178,9.457187802,9.257398638,9.55476974,9.232112406,9.908044698,9.384444339,9.406405311,9.250000465,9.277506683,9.397816147,9.267082844,9.376707685,9.331041884,9.471264035,9.103858619,9.347436645,9.266270324,9.482577074,9.31021913,9.476057565,9.347203221,9.054605111,9.016039827,9.195046146,9.068812352
"TGOLN2",11.31212171,11.18933658,11.52708451,11.37827209,11.09812159,11.39006199,11.32974533,11.14274719,10.8821822,10.68185595,11.37350249,11.12171028,11.26373809,11.25928426,11.23950664,11.25133742,11.23950664,11.2604215,11.00172696,10.00223416,11.26494277,11.16278846,11.07995738,11.56346991,11.47935032,11.35544966,11.21121241,10.79699108,10.25714973,11.28269752,10.5053362,10.93916192,10.62062856,11.30937915,11.21985703,11.03174048,10.81892883,10.83116788,11.12367525,11.18933658
"ARMCX3",7.941758597,7.815394055,8.010382657,7.982086979,7.889233838,7.698348714,7.806249788,7.782521895,7.503035202,7.449150787,7.695106981,7.625619041,7.802653534,7.898588244,7.860632866,7.80892788,7.78829923,7.803115089,7.889788062,7.448636082,7.653851355,7.399514664,7.691879925,7.893462134,7.666216585,7.699534173,7.684384221,7.784449389,7.723877788,7.767585653,7.452015461,7.431622003,8.043273079,7.672354774,7.942120679,7.682114071,7.66604823,7.563262844,7.648603226,8.01134118
"TMEM25",7.304841528,7.526127827,7.352529443,7.353894635,7.199512185,7.16064195,7.24385321,7.482435875,7.55935306,7.731336016,7.16181615,7.03099868,7.303973748,7.165012504,7.435288244,7.529930777,7.381192131,7.215212847,7.042713594,7.239433368,7.029376765,7.537224106,7.421567151,7.369913208,7.527594151,7.218119382,7.081317198,7.150288481,7.332373387,7.186641912,7.150593037,7.303291162,7.17097267,7.170127402,7.40189536,7.261665314,7.353985615,7.125690152,7.433070884,7.221828688
"TASL",7.045762381,7.058838713,7.063518543,7.096074487,6.973603794,7.158197526,7.12921354,7.117429783,7.489105292,7.576074077,7.185966702,7.240933625,7.195833634,7.219784295,7.209027221,7.288209375,7.374420426,7.201383944,7.39519445,7.173255579,7.088669419,7.189539844,7.059234949,7.260785477,7.128687328,7.067478626,6.975250814,7.349235179,7.369593423,7.14805479,7.28084085,7.308237294,7.387664599,7.304977852,7.445248838,7.214303663,7.340868415,7.056699129,7.06390566,7.280273292
"TYW3",7.603990888,7.528563244,7.521373255,7.528309578,7.534822361,7.396946693,7.510337247,7.411843865,7.593033938,7.991928134,7.474538171,7.329857099,7.43344943,7.508112478,7.44712908,7.682094795,7.752970765,7.38487541,7.73670384,7.483036736,7.349346406,7.40197906,7.475582906,7.376646516,7.497098338,7.424699273,7.311189941,7.434596161,7.307756944,7.278497893,7.355144368,7.390650215,7.4225776,7.507736339,7.56977955,7.40594492,7.331629465,7.342319533,7.452811216,7.427362116
"MRTFA",8.077132625,8.29597355,8.015315002,8.104346401,8.040559896,8.280166981,8.058478815,8.125504122,7.279957942,7.307109878,8.319077819,9.167178513,8.313916599,8.000500235,8.139705464,8.240204033,8.10961555,7.765000448,8.05139076,8.273157477,8.15300395,8.350003535,8.14572033,8.120312029,7.981352178,8.36925577,8.428951581,8.377070873,7.907874451,8.474336236,8.854626569,8.619350314,8.452813307,7.901068014,8.386087952,8.377524824,8.209347224,8.585009975,8.031517727,8.123324324
"ZFYVE16",7.626066628,7.541365493,7.566253768,7.581752095,7.463791355,7.551713391,7.623556559,7.558225032,8.035688436,7.896899812,7.586526385,7.877260365,8.125512275,7.682109736,7.806823564,7.868461808,7.705764981,7.819480334,7.776291966,7.419498611,7.562268108,7.873106624,7.646651278,7.789875124,7.667126104,7.624855558,7.500265563,8.574705474,7.939459253,7.832140396,7.803093565,7.767037117,7.978074172,7.812429272,8.184251727,7.718324377,7.879151188,7.866404795,7.574007275,7.955871637
"RRAGB",7.875396407,7.869449062,7.94569402,7.851504762,7.86779213,7.768392908,7.884201693,7.683808412,7.839069232,7.795580604,7.657463974,7.701912506,7.744955557,7.710044211,7.780961243,7.769908679,7.61986429,7.695348203,7.749573343,7.534531636,7.704364149,7.835409263,7.831554667,7.854058549,7.90562297,7.850467169,7.96359983,7.769272929,7.640566166,7.814280723,7.717717523,7.856613556,7.919030561,7.906041928,7.973149854,7.813554458,7.99344641,7.936688267,7.896145434,7.937904421
"FHOD1",8.583943921,8.818587906,8.655097493,8.838951223,8.542362048,8.876015025,8.807405568,8.688329387,9.430208527,9.548154339,8.969987076,9.381026776,9.103394302,8.809059948,9.198109561,8.937427378,8.982762611,9.287174212,9.17947547,9.321321134,8.686944556,9.007912801,8.726776696,8.734878097,8.730414401,8.956640712,9.139948039,9.580844384,9.502215022,9.195499676,8.98804101,9.146266996,9.561024589,9.048216565,8.780080519,9.044633183,8.739311201,9.473174432,8.983026363,8.786589079
"MAP3K11",8.42975087,8.74557904,8.469633611,8.529738682,8.353755461,8.70835073,8.476358753,8.569902844,8.423021919,8.534475122,8.894204592,9.50497149,9.353675276,8.796228612,9.146266996,8.989787302,8.553843446,9.151322809,8.923957617,9.356995492,8.897347876,9.283296058,8.824681865,8.877329164,8.743600682,9.029194726,9.077584829,9.592289398,9.203244478,9.067650009,9.177352011,9.416914669,8.810104925,8.578238241,8.700263059,9.082499824,8.81592043,9.226230098,8.953438697,8.853713295
"SLC38A2",10.12424412,9.847417583,9.745678357,9.70636478,9.907068517,9.61209019,9.779708194,9.60274247,10.76240363,11.18423504,10.59842197,10.33003733,10.34043765,10.20258056,10.03113325,10.08742836,10.42005495,9.999956324,10.42408229,8.770930315,9.639480539,10.42111913,10.00265471,10.134683,10.06268165,9.08952278,9.014192077,11.00018807,10.44253198,10.05360555,10.87108204,10.17264377,9.713493575,10.26685446,10.79049756,9.841309593,10.24010321,10.18616996,9.824374386,9.975290553
"GALNT11",9.953032668,10.19398606,9.724369235,9.805258594,9.801112245,9.822346005,10.07541764,9.822791958,10.33065027,10.56185021,10.04588386,9.954475224,9.879537303,10.00680152,9.853641727,10.03153442,9.978736196,9.978285738,10.11033192,10.4749967,9.979843866,10.09947932,9.896346483,10.05662552,10.1256666,9.529703059,9.437696943,9.626516709,9.871786984,9.478020882,9.61481197,9.607494365,9.789322523,9.729945781,9.864378698,9.763746347,9.593069679,9.603125023,9.793712056,9.619070528
"BASP1",10.13777887,10.03213942,10.14666795,10.52311987,10.25759527,11.63460733,10.38683142,10.6979953,11.18423504,10.71484137,11.05597853,12.20307449,12.10610618,11.20159711,11.21020985,11.32381926,10.91422217,10.91773457,11.94348807,11.25855308,10.90828903,11.47821801,10.711673,11.01066307,10.96215278,11.36219206,10.81067606,13.19997502,10.99578128,11.37134867,11.61428378,11.06699396,11.35900991,10.23504609,10.76731795,10.89924211,11.6466946,11.72747039,11.18225095,12.56097331
"CCT3",9.769225571,10.17426297,9.92409985,9.888646798,10.0552631,9.840028104,10.01442375,9.902462704,10.00006875,10.2303502,9.745265072,9.579849873,9.504344328,9.737967929,9.685947503,9.666851779,9.76174577,9.865323534,9.445663284,10.3580751,9.906246459,9.796088159,9.859395039,9.660617012,9.673566249,9.898001413,9.882654549,9.441036132,10.23432588,9.810982684,10.14077403,9.586933303,9.701062537,10.00606836,9.776598994,9.874357986,9.827001003,9.883173979,9.920989122,9.266621485
"EHD1",12.96812298,12.93741263,12.8178039,12.59241919,12.52604606,12.25853806,12.61810258,12.30890638,11.14681239,11.65011696,11.80543434,11.4046706,11.61544205,11.64202371,11.57750908,11.89082057,12.19569701,12.01220061,11.78053198,11.70213155,12.01726985,11.79183279,12.01366778,11.949497,11.88822421,12.49370787,12.42846382,11.21985703,10.63625121,11.89250297,11.60396102,11.51451583,11.21499902,11.90095811,11.70741479,11.75215272,11.74606036,11.76993452,11.82007722,11.72013778
"ITSN1",7.218159022,7.132676613,7.250550122,7.25475278,7.154168415,7.202210457,7.232338303,7.173419363,7.268280029,7.26860704,7.154702858,7.134323498,7.246190317,7.259018227,7.233328599,7.290525271,7.140506499,7.358891854,7.241036663,7.154400273,7.13822499,7.240094577,7.165050063,7.356551354,7.220377952,7.493742354,7.373129963,7.481706442,7.448185121,7.3814778,7.147108915,7.341822519,7.311681122,7.362752511,7.241785518,7.171323212,7.296168218,7.276012591,7.099692204,7.399977428
"RPS16",14.41012251,14.43730391,14.45060858,14.43211635,14.34687555,14.4982817,14.43026474,14.4614464,14.19764038,14.51556332,14.36611053,14.3972383,14.25509334,14.32643516,14.27601292,14.35146189,14.30334783,14.38800759,14.26443012,14.41999628,14.5012926,14.46674756,14.33888985,14.38910223,14.42527596,14.40577342,14.37560147,14.19270733,14.3739191,14.48871013,14.28921274,14.23379814,14.25999951,14.17784933,14.07943504,14.32107875,14.17537239,14.29651437,14.49167471,14.25926538
"UBIAD1",9.280995507,9.648493486,9.695649205,9.117899673,9.548529102,9.273419844,9.284236726,9.26654248,8.838106883,8.92452542,9.005337385,8.775843972,8.632003549,8.678727648,8.949086939,9.069920161,8.948078372,8.864279869,8.662894477,9.052443881,9.434861292,8.913077892,9.14908226,8.973843422,9.12122552,9.613642518,9.780554531,8.309287008,8.526251684,8.9852767,9.078708293,8.948321964,8.639710616,8.980931557,9.030673481,9.26654248,9.03616372,8.942193382,9.373231889,8.938435183
"CWF19L1",11.29366304,11.33983831,11.27646991,11.10106238,10.95619899,10.56904386,11.06229646,10.53191457,10.90258314,10.80903735,10.84036645,11.12476172,10.84405605,10.8558488,10.70399698,10.55934267,10.8213746,10.62995762,10.68819872,10.58428984,10.8347278,11.09355886,10.74491623,10.47269185,10.76100679,10.91052206,10.89677968,10.97348069,10.8213746,10.78075464,11.03264018,10.89253447,10.86532112,11.12267401,11.20490733,10.89324312,10.97492217,11.08826286,10.80664467,10.86596288
"RPL19",13.49377052,13.58566582,13.43050388,13.29182375,13.48331103,13.47972587,13.41217574,13.26882435,13.27226474,13.64473099,13.71648394,13.54896486,13.64148349,13.66059832,13.68884606,13.76740311,13.43302562,13.47320082,13.42647393,13.58265339,13.85863187,13.67718102,13.69892383,13.60896428,13.77079007,13.47320082,13.36252073,13.61439829,13.56587775,13.54510945,13.83473102,13.59761318,13.54183443,13.65703697,13.55613406,13.52081363,13.55977024,13.72147655,13.78785779,13.53809444
"KMT5A",7.497557334,7.541203219,7.473641733,7.461668208,7.437970398,7.531527117,7.492788805,7.643489536,7.554200663,7.490649854,7.44042953,7.627154839,7.493456347,7.43243659,7.474364546,7.520889873,7.553005301,7.473713025,7.601629294,7.81911879,7.640262882,7.644625699,7.550106963,7.543024318,7.693060252,7.650030456,7.609097304,7.483513661,7.434590634,7.551277728,7.600643185,7.619164473,7.52308714,7.642392444,7.40352231,7.53214472,7.582209564,7.681365599,7.675684072,7.733944923
"SCYL3",7.843199181,7.804962214,7.698964159,7.740504603,7.708580022,7.596026146,7.77087049,7.638800247,8.196484508,8.338891036,7.751625273,7.74203179,7.892160566,7.746135905,7.73342457,7.989683597,7.834379698,7.727150617,7.780652087,7.561591248,7.636107566,7.677583624,7.642278665,7.723186065,7.715930591,7.466855025,7.501235068,7.892882271,7.968724969,7.702663725,7.907035253,7.798580311,7.655884009,7.797375854,7.959512551,7.77651376,7.796239925,7.682043424,7.645463875,7.662217964
"TPST1",7.414816457,7.452617897,7.421074324,7.566079881,7.283094096,7.652416053,7.331366007,7.475789251,7.951355489,7.835006243,7.582300323,7.310953255,7.498790762,7.339059364,7.347634575,7.251836851,7.308758381,7.261365256,7.211298657,7.179915765,7.457564147,7.714698603,7.407378509,7.299587591,7.452737552,8.014645207,8.1443888,8.398155139,7.324476986,8.455014517,7.364902492,7.292563472,7.585549392,7.27919542,7.379202413,7.41907725,7.911734598,8.02795494,7.49365547,9.200252005
"ABCC5",8.125441877,8.095622829,8.200979566,8.099599612,8.097196881,8.003927302,8.209381058,7.895320313,8.128645707,8.328665703,7.952853643,8.086629187,8.011275874,7.794465708,7.948222059,8.223305126,8.103303193,7.969643877,8.215659442,7.974172457,7.937701588,7.884451661,7.904113601,7.943902713,7.872424825,8.032219469,7.985100258,8.073452934,7.794410314,7.983207837,7.884749351,7.779142015,7.927502365,7.965063729,7.850074508,7.956087318,7.876870084,7.961530699,8.081002709,8.054634518
"TP53I3",7.267855257,7.150887962,7.236173033,7.292665438,7.166377666,7.277868082,7.150609416,7.301476765,7.285104443,7.223879119,7.233834777,7.465515711,7.393931606,7.168093672,7.407531718,7.264671225,7.163742174,7.346597241,7.337121979,7.467515765,7.409198321,7.3972532,7.406656372,7.248387539,7.267816027,7.596762817,7.686579086,7.671611284,7.472641074,7.660318644,7.467378789,7.639666595,7.45173433,7.332800234,7.38285701,7.447081603,7.657076451,7.620268544,7.359864623,7.640127745
"GOLGA6L1",8.188200357,8.173388772,8.185578461,8.199978206,8.162074739,8.229882455,8.206416366,8.216416684,8.101757915,8.095405428,8.193769374,8.206558437,8.15426565,8.148265905,8.174701891,8.156009467,8.210624678,8.229879809,8.193142948,8.131031931,8.180994487,8.180166925,8.192096002,8.183285489,8.18416727,8.154573595,8.21387445,8.136155441,8.202929438,8.201217109,8.102024627,8.199771722,8.151041335,8.166168139,8.226004017,8.13898171,8.11860366,8.136575901,8.148597128,8.217473391
